Date,Scan ID,Release Version,Observation Day,Rank,Symbol,Score,HC,Golden,Risk,RR,Sector,Sector Rotation Score
2026-06-20,scan_manual_1781954278_c8d16e,R1.0,13,19,CREDITACC,57,0,0,21,3.0,Finance,5.0
2026-06-20,scan_manual_1781954278_c8d16e,R1.0,13,20,GREAVESCOT,57,0,0,47,4.4,Industrial,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,1,GLAND,66,0,0,33,2.3,Pharma,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,2,PARAS,64,0,0,68,3.5,Defence,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,3,COFORGE,63,0,0,33,2.0,Technology,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,4,UPL,61,0,0,25,1.8,Agri,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,5,HAL,61,0,0,15,2.0,Defence,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,6,BAJAJ-AUTO,60,0,0,23,1.8,Consumer Cyclical,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,7,BORORENEW,60,0,0,47,3.5,Renewable,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,8,LUPIN,60,0,0,31,2.0,Pharma,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,9,GATEWAY,59,1,0,33,3.0,Logistics,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,10,RUPA,59,1,0,39,3.0,Textiles,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,11,BIRLACORPN,59,0,0,25,2.0,Diversified,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,12,CERA,59,0,0,39,2.5,Building Materials,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,13,CRISIL,59,0,0,25,2.0,Financial Services,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,14,GODREJIND,59,0,0,23,2.5,Diversified,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,15,POLYCAB,59,0,0,48,3.5,Industrials,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,16,ROSSARI,59,0,0,29,1.8,Chemicals,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,17,KAJARIACER,58,0,0,33,3.0,Building Materials,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,18,MARKSANS,58,0,0,72,3.5,Pharma,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,19,CREDITACC,57,0,0,21,3.0,Finance,5.0
2026-06-20,scan_manual_1781966264_a40d5b,R1.0,13,20,GREAVESCOT,57,0,0,47,4.4,Industrial,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,1,GLAND,66,0,0,33,2.3,Pharma,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,2,PARAS,64,0,0,68,3.5,Defence,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,3,COFORGE,63,0,0,33,2.0,Technology,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,4,HAL,62,0,0,15,2.0,Defence,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,5,BAJAJ-AUTO,60,0,0,23,1.8,Consumer Cyclical,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,6,BORORENEW,60,0,0,47,3.5,Renewable,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,7,LUPIN,60,0,0,31,2.0,Pharma,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,8,UPL,60,0,0,25,1.8,Agri,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,9,GATEWAY,59,1,0,33,3.0,Logistics,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,10,RUPA,59,1,0,39,3.0,Textiles,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,11,BIRLACORPN,59,0,0,25,2.0,Diversified,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,12,CERA,59,0,0,39,2.5,Building Materials,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,13,CRISIL,59,0,0,25,2.0,Financial Services,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,14,GODREJIND,59,0,0,23,2.5,Diversified,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,15,POLYCAB,59,0,0,48,3.5,Industrials,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,16,ROSSARI,59,0,0,29,1.8,Chemicals,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,17,KAJARIACER,58,0,0,33,3.0,Building Materials,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,18,MARKSANS,58,0,0,72,3.5,Pharma,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,19,CREDITACC,57,0,0,21,3.0,Finance,5.0
2026-06-20,scan_manual_1781967913_8fbd15,R1.0,13,20,GREAVESCOT,57,0,0,47,4.4,Industrial,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,1,PARAS,64,0,0,68,3.5,Defence,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,2,COFORGE,63,0,0,33,2.0,Technology,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,3,GLAND,63,0,0,33,2.3,Pharma,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,4,LUPIN,61,0,0,31,2.0,Pharma,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,5,BAJAJ-AUTO,60,0,0,23,1.8,Consumer Cyclical,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,6,BORORENEW,60,0,0,47,3.5,Renewable,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,7,UPL,60,0,0,25,1.8,Agri,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,8,HAL,60,0,0,15,2.0,Defence,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,9,GATEWAY,59,1,0,33,3.0,Logistics,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,10,RUPA,59,1,0,39,3.0,Textiles,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,11,BIRLACORPN,59,0,0,25,2.0,Diversified,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,12,CERA,59,0,0,39,2.5,Building Materials,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,13,CRISIL,59,0,0,25,2.0,Financial Services,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,14,GODREJIND,59,0,0,23,2.5,Diversified,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,15,POLYCAB,59,0,0,48,3.5,Industrials,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,16,ROSSARI,59,0,0,29,1.8,Chemicals,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,17,KAJARIACER,58,0,0,33,3.0,Building Materials,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,18,MARKSANS,58,0,0,72,3.5,Pharma,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,19,PGIL,58,0,0,47,3.5,Textiles,5.0
2026-06-20,scan_manual_1781976982_158770,R1.0,13,20,CREDITACC,57,0,0,21,3.0,Finance,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,1,GLAND,69,0,0,33,2.3,Pharma,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,2,SHANTIGOLD,68,0,0,33,2.5,Consumer Cyclical,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,3,SAMHI,67,0,0,45,3.0,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,4,UNIPARTS,67,0,0,61,3.5,Industrials,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,5,LUPIN,66,0,0,31,2.0,Pharma,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,6,MARSONS,66,0,0,62,3.1,Industrials,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,7,BLACKBUCK,65,1,0,29,3.0,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,8,CREDITACC,65,0,0,21,3.0,Finance,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,9,RAYMONDREL,65,0,0,42,3.5,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,10,HDBFS,64,1,0,27,3.0,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,11,ARSSBL,64,0,0,23,3.0,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,12,COFORGE,64,0,0,33,2.0,Technology,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,13,MARKSANS,64,0,0,72,3.5,Pharma,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,14,TIPSMUSIC,64,0,0,23,2.5,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,15,ARVINDFASN,63,0,0,27,2.0,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,16,INA,63,0,0,56,1.8,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,17,PARAS,63,0,0,68,3.5,Defence,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,18,RAINBOW,63,0,0,41,3.5,Healthcare,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,19,EVEREADY,62,0,0,47,3.5,Other,5.0
2026-06-22,scan_manual_1782111162_ebaa00,R1.0,15,20,GARUDA,62,0,0,41,4.5,Industrials,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,1,GLAND,69,0,0,33,2.3,Pharma,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,2,SAMHI,68,0,0,45,3.0,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,3,SHANTIGOLD,68,0,0,33,2.5,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,4,WAAREERTL,67,0,0,23,3.0,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,5,TIPSMUSIC,66,0,0,23,2.5,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,6,UNIPARTS,66,0,0,61,3.5,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,7,ARSSBL,65,0,0,23,3.0,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,8,BLACKBUCK,64,1,0,29,3.0,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,9,COFORGE,64,0,0,33,2.0,Technology,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,10,CREDITACC,64,0,0,21,3.0,Finance,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,11,MARSONS,64,0,0,62,3.1,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,12,RAINBOW,64,0,0,41,3.5,Healthcare,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,13,UPL,64,0,0,25,1.8,Agri,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,14,ARVINDFASN,63,0,0,27,2.0,Other,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,15,BAJAJ-AUTO,63,0,0,23,1.8,Consumer Cyclical,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,16,HAL,63,0,0,15,2.0,Defence,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,17,HOMEFIRST,63,0,0,15,3.0,Finance,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,18,KAJARIACER,63,0,0,33,3.0,Building Materials,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,19,ROSSARI,63,0,0,29,1.8,Chemicals,5.0
2026-06-22,scan_manual_1782112990_716a02,R1.0,15,20,HDBFS,62,1,0,27,3.0,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,1,GLAND,70,0,0,33,2.5,Pharma,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,2,SHANTIGOLD,68,0,0,33,2.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,3,UNIPARTS,67,0,0,71,3.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,4,COFORGE,66,0,0,39,3.0,IT,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,5,TIPSMUSIC,65,0,0,33,2.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,6,POWERMECH,64,0,0,47,3.5,Power,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,7,SAMHI,64,0,0,45,3.0,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,8,INA,63,0,0,36,1.8,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,9,MARSONS,63,0,0,62,2.3,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,10,VSTIND,63,0,0,15,2.0,FMCG,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,11,WAAREERTL,63,0,0,23,3.6,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,12,FDC,62,0,0,29,3.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,13,RAYMONDREL,62,0,0,54,3.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,14,SEAMECLTD,62,0,0,36,3.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,15,CREDITACC,61,0,0,31,2.6,Finance,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,16,HINDZINC,61,0,0,25,2.0,Metals,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,17,KAJARIACER,61,0,0,43,3.0,Building Materials,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,18,SASKEN,61,0,0,48,2.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,19,WABAG,61,0,0,68,3.5,Other,5.0
2026-06-22,scan_manual_1782113878_c924d8,R1.0,15,20,HDBFS,60,0,0,33,2.0,Other,5.0
